xlsx_row,col0,TargetName,gvkeyT,DealNumber,Acquirer,gvkeyA,DateAnnounced,DateEffective,DateFiled,FormType,URL,Auction,BidderID,BidderName,bidder_type_financial,bidder_type_strategic,bidder_type_mixed,bidder_type_nonUS,bidder_type_note,bid_value,bid_value_pershare,bid_value_lower,bid_value_upper,bid_value_unit,multiplier,bid_type,bid_date_precise,bid_date_rough,bid_note,all_cash,additional_note,cshoc,comments_1,comments_2,comments_3
6418,6380,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,7,Unnamed party 7,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-07 00:00:00,NDA,NA,NA,NA,,,
6419,6381,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,8,Unnamed party 8,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-07 00:00:00,NDA,NA,NA,NA,,,
6420,6382,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,9,Unnamed party 9,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-07 00:00:00,NDA,NA,NA,NA,,,
6421,6383,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,10,Unnamed party 10,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-07 00:00:00,NDA,NA,NA,NA,,,
6422,6384,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,11,Unnamed party 11,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-07 00:00:00,NDA,NA,NA,NA,,,
6423,6385,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,12,Unnamed party 12,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-07 00:00:00,NDA,NA,NA,NA,,,
6424,6386,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,13,Bidder 1,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-07 00:00:00,NDA,NA,NA,NA,,,
6425,6387,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,14,Bidder 2,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-07 00:00:00,NDA,NA,NA,NA,,,
6426,6388,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,15,Buyer Group,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-07 00:00:00,NDA,NA,NA,NA,,,
6427,6388.5,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-15 00:00:00,Final Round Inf Ann,NA,NA,NA,,,
6428,6389,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,16,Unnamed party 1,1,0,0,0,F,NA,NA,80,NA,dollar,1,Informal,2014-10-30 00:00:00,2014-10-30 00:00:00,NA,NA,NA,NA,,,
6429,6390,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,17,Unnamed party 2,1,0,0,0,F,NA,NA,NA,NA,dollar,1,Informal,2014-10-30 00:00:00,2014-10-30 00:00:00,NA,NA,NA,NA,,,
6430,6391,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,18,Unnamed party 3,1,0,0,0,F,NA,NA,NA,NA,dollar,1,Informal,2014-10-30 00:00:00,2014-10-30 00:00:00,NA,NA,NA,NA,,,
6431,6392,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,19,Buyer Group,1,0,0,0,F,81,81,81,83,dollar,1,Informal,2014-10-30 00:00:00,2014-10-30 00:00:00,NA,NA,NA,NA,,,
6432,6393,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,20,Unnamed party 4,1,0,0,0,F,80,80,80,85,dollar,1,Informal,2014-10-30 00:00:00,2014-10-30 00:00:00,NA,NA,NA,NA,,,
6433,6394,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,21,Bidder 2,1,0,0,0,F,78,78,78,78,dollar,1,Informal,2014-10-30 00:00:00,2014-10-30 00:00:00,NA,NA,NA,NA,,,
6434,6394.5,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-30 00:00:00,Final Round Inf,NA,NA,NA,,,
6435,6395,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,22,Bidder 2,1,0,0,0,F,81,81,81,84,dollar,1,Informal,2014-10-30 00:00:00,2014-11-02 00:00:00,NA,NA,NA,NA,,,
6436,6395.5,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,22.5,Unnamed party 5,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,2014-10-30 00:00:00,2014-10-30 00:00:00,Drop,NA,NA,NA,,,
6437,6396,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,23,Unnamed party 6,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,2014-10-30 00:00:00,2014-10-30 00:00:00,Drop,NA,NA,NA,,,
6438,6397,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,24,Unnamed party 7,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,2014-10-30 00:00:00,2014-10-30 00:00:00,Drop,NA,NA,NA,,,
6439,6398,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,25,Unnamed party 8,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,2014-10-30 00:00:00,2014-10-30 00:00:00,Drop,NA,NA,NA,,,
6440,6399,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,26,Unnamed party 9,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,2014-10-30 00:00:00,2014-10-30 00:00:00,Drop,NA,NA,NA,,,
6441,6400,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,27,Unnamed party 10,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,2014-10-30 00:00:00,2014-10-30 00:00:00,Drop,NA,NA,NA,,,
6442,6401,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,28,Unnamed party 11,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,2014-10-30 00:00:00,2014-10-30 00:00:00,Drop,NA,NA,NA,,,
6443,6402,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,29,Unnamed party 12,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,2014-10-30 00:00:00,2014-10-30 00:00:00,Drop,NA,NA,NA,,,
6444,6404,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,31,Unnamed party 2,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-03 00:00:00,DropTarget,NA,NA,NA,,,
6445,6405,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,32,Unnamed party 3,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-03 00:00:00,DropTarget,NA,NA,NA,,,
6446,6407.5,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-11-15 00:00:00,Final Round Ann,NA,NA,NA,,,
6447,6409,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,36,Buyer Group,1,0,0,0,F,80.7,80.7,80.7,80.7,dollar,1,Formal,2014-12-10 00:00:00,2014-12-10 00:00:00,NA,1,NA,NA,,,
6448,6410,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,37,Bidder 2,1,0,0,0,F,80.35,80.35,80.35,80.35,dollar,1,Formal,2014-12-10 00:00:00,2014-12-10 00:00:00,NA,1,NA,NA,,,
6449,6411,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,38,Bidder 3,1,0,0,0,F,78,78,78,78,dollar,1,Informal,2014-12-10 00:00:00,2014-12-10 00:00:00,NA,NA,NA,NA,,,
6450,6411.2,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,38.2,Unnamed party 1,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,2014-11-03 00:00:00,2014-12-10 00:00:00,Drop,NA,NA,NA,,,
6451,6411.3,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,38.3,Unnamed party 4,1,0,0,0,F,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-10 00:00:00,Drop,NA,NA,NA,,,
6452,6411.5,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-10 00:00:00,Final Round,NA,NA,NA,,,
6453,6411.7,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,38.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-10 00:00:00,Final Round Ext Ann,NA,NA,NA,,,
6454,6412,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,39,Bidder 2,1,0,0,0,F,81.5,81.5,81.5,81.5,dollar,1,Formal,2014-12-12 00:00:00,2014-12-12 00:00:00,NA,1,NA,NA,,,
6455,6413,PETSMART INC,28648,2665787020,"BC Partners, Inc., La Caisse de d̩p̫t et placement du Qu̩bec, affiliates of GIC Special Investments Pte Ltd, affiliates of StepStone Group LP and Longview Asset Management, LLC",NA,2014-12-14 00:00:00,2015-03-11 00:00:00,2015-02-02 00:00:00,DEFM14A,https://www.sec.gov/Archives/edgar/data/863157/0001571049-15-000695-index.htm,1,40,Buyer Group,1,0,0,0,F,82.5,82.5,82.5,82.5,dollar,1,Formal,2014-12-12 00:00:00,2014-12-12 00:00:00,NA,1,NA,NA,,,
